variable_name,dataset,description,data_type,units,value_encoding,n_codes,dbgap_variable_id,dbgap_study
lpvwmn1,MESA_Exam1Main,LEFT POSTERIOR OBLIQUE VESSEL WIDTH MEAN (mm),NUMERIC,mm,,,phv00084944.v2,phs000209.v13
lpvwsd1,MESA_Exam1Main,LEFT POSTERIOR OBLIQUE VESSEL WIDTH STD DEV (mm),NUMERIC,mm,,,phv00084945.v2,phs000209.v13
ls31,MESA_Exam1Main,SMALL LDL 18-20.5 nm (nmol/L) FROM NMR LIPOPROFILE-3 SPECTRAL ANALYSIS,NUMERIC,nmol/L,,,phv00160496.v1,phs000209.v13
lsten1,MESA_Exam1Main,LEFT STENOSIS,NUMERIC,,1=1 - 24%|2=25 - 49%|3=50 - 74%|4=75 - 99%|5=100%|6=NO LESION|7=BAD IMAGE/NORMAL DOPPLER|8=CAN'T TELL,8,phv00084803.v2,phs000209.v13
lsurf1,MESA_Exam1Main,LEFT SURFACE,NUMERIC,,0=SMOOTH|1=MILDLY IRREGULAR|2=MARKEDLY IRREGULAR|3=ULCERATED|6=NO LESION|8=CAN'T TELL,6,phv00084801.v2,phs000209.v13
lulocdp1,MESA_Exam1Main,REASON AABP INCOMPLETE (L): UNABLE TO LOCATE DP,NUMERIC,,0=NO|1=YES,2,phv00084478.v2,phs000209.v13
lulocpt1,MESA_Exam1Main,REASON AABP INCOMPLETE (L): UNABLE TO LOCATE PT,NUMERIC,,0=NO|1=YES,2,phv00084479.v2,phs000209.v13
lungcn1,MESA_Exam1Main,LUNG CANCER,NUMERIC,,0=NO|1=YES|9=DO NOT KNOW,3,phv00085216.v2,phs000209.v13
lungmss1,MESA_Exam1Main,LUNG MASS ALERT,NUMERIC,,0=NO REFERRAL|2=ABNORMAL REFERRAL|3=URGENT REFERRAL,3,phv00085474.v2,phs000209.v13
lvedd1c,MESA_Exam1Main,"LV END-DIASTOLIC DIAMETER (mm), computed (Devereux, Am J Cardiol 1986)",NUMERIC,mm,,,phv00089964.v2,phs000209.v13
lvh1,MESA_Exam1Main,LVH ALERT,NUMERIC,,0=NO REFERRAL|2=ABNORMAL REFERRAL|3=URGENT REFERRAL,3,phv00085470.v2,phs000209.v13
lz31,MESA_Exam1Main,MEAN LDL SIZE (nm) FROM NMR LIPOPROFILE-3 SPECTRAL ANALYSIS,NUMERIC,nm,,,phv00160502.v1,phs000209.v13
majabn1c,MESA_Exam1Main,ANY MAJOR ECG ABNORMALITIES,NUMERIC,,0=NO|1=YES,2,phv00084547.v3,phs000209.v13
major10a1,MESA_Exam1Main,"MAJOR ABNORMALITY 10A: VENTRICULAR FIBRILLATION OR VENTRICULAR ASYSTOLE OR PERSISTENT VENTRICULAR RHYTHM WITH NO CODABLE SEGMENT, REGARDLESS OF RATE OR INTERMITTENT VENTRICULAR TACHYCARDIA OR VENTRICULAR PARASYSTOLE",NUMERIC,,"1=VENTRICULAR FIBRILLATION OR VENTRICULAR ASYSTOLE|2=PERSISTENT VENTRICULAR RHYTHM WITH NO CODABLE SEGMENT, REGARDLESS OF RATE|3=INTERMITTENT VENTRICULAR TACHYCARDIA|4=VENTRICULAR PARASYSTOLE",4,phv00174577.v1,phs000209.v13
major10b1,MESA_Exam1Main,MAJOR ABNORMALITY 10B: ATRIAL FLUTTER OR INTERMITTENT ATRIAL FIBRILLATION,NUMERIC,,1=ATRIAL FLUTTER|2=INTERMITTENT ATRIAL FIBRILLATION,2,phv00174578.v1,phs000209.v13
major10c1,MESA_Exam1Main,MAJOR ABNORMALITY 10C: SUPRAVENTRICULAR TACHYCARDIA INTERMITTENT,NUMERIC,,1=SUPRAVENTRICULAR TACHYCARDIA INTERMITTENT,1,phv00174579.v1,phs000209.v13
major11,MESA_Exam1Main,MAJOR ABNORMALITY 1 PER MINNESOTA CODE: COMPLETE/INTERMITTENT LBBB OR COMPLETE/INTERMITTENT RBBB OR NONSPECIFIC INTRAVENTRICULAR BLOCK OR COMPLETE/INTERMITTENT RBBB W/ LEFT ANTERIOR HEMIBLOCK,NUMERIC,,1=COMPLETE/INTERMITTENT LBBB|2=COMPLETE/INTERMITTENT RBBB|3=NONSPECIFIC INTRAVENTRICULAR BLOCK|4=COMPLETE/INTERMITTENT RBBB W/ LEFT ANTERIOR HEMIBLOCK,4,phv00174565.v1,phs000209.v13
major21,MESA_Exam1Main,MAJOR ABNORMALITY 2 PER MINNESOTA CODE: MAJOR Q WAVE ABNORMALITIES [OLD MYOCARDIAL INFARCTION (MI)],NUMERIC,,1=MAJOR Q WAVE ABNORMALITIES [OLD MYOCARDIAL INFARCTION (MI)],1,phv00174566.v1,phs000209.v13
major31,MESA_Exam1Main,"MAJOR ABNORMALITY 3 PER MINNESOTA CODE: MINOR Q,QS WAVES WITH ST,T ABNORMALITIES (POSSIBLE OLD MI)",NUMERIC,,"1=MINOR Q,QS WAVES WITH ST,T ABNORMALITIES (POSSIBLE OLD MI)",1,phv00174567.v1,phs000209.v13
major41,MESA_Exam1Main,MAJOR ABNORMALITY 4 PER MINNESOTA CODE: MAJOR ISOLATED_ST_T_ABNORMALITIES,NUMERIC,,1=MAJOR ISOLATED_ST_T_ABNORMALITIES,1,phv00174568.v1,phs000209.v13
major51,MESA_Exam1Main,MAJOR ABNORMALITY 5 PER MINNESOTA CODE: LEFT VENTRICULAR HYPERTROPHY,NUMERIC,,1=LEFT VENTRICULAR HYPERTROPHY,1,phv00174569.v1,phs000209.v13
major61,MESA_Exam1Main,MAJOR ABNORMALITY 6 PER MINNESOTA CODE: ATRIAL FIBRILLATION OR FLUTTER,NUMERIC,,1=ATRIAL FIBRILLATION OR FLUTTER,1,phv00174570.v1,phs000209.v13
major7a1,MESA_Exam1Main,MAJOR ABNORMALITY 7A PER MINNESOTA CODE: MOBITZ TYPE II OR PARTIAL (SECOND DEGREE) A-V BLOCK OR WENCKEBACH'S PHENOMENON,NUMERIC,,1=MOBITZ TYPE II|2=PARTIAL (SECOND DEGREE) A-V BLOCK|3=WENCKEBACH'S PHENOMENON,3,phv00174571.v1,phs000209.v13
major7b1,MESA_Exam1Main,MAJOR ABNORMALITY 7B PER MINNESOTA CODE: COMPLETE (THIRD DEGREE) A-V BLOCK,NUMERIC,,1=COMPLETE (THIRD DEGREE) A-V BLOCK,1,phv00174572.v1,phs000209.v13
major7c1,MESA_Exam1Main,MAJOR ABNORMALITY 7C PER MINNESOTA CODE: A-V DISSOCIATION WITH VENTRICULAR PACEMAKER (WITHOUT CAPTURE) OR A-V DISSOCIATION WITH VENTRICULAR PACEMAKER (WITH CAPTURE),NUMERIC,,1=A-V DISSOCIATION WITH VENTRICULAR PACEMAKER (WITHOUT CAPTURE)|2=A-V DISSOCIATION WITH VENTRICULAR PACEMAKER (WITH CAPTURE),2,phv00174573.v1,phs000209.v13
major7d1,MESA_Exam1Main,MAJOR ABNORMALITY 7D PER MINNESOTA CODE: WOLFF-PARKINSON-WHITE PATTERN,NUMERIC,,1=WOLFF-PARKINSON-WHITE PATTERN,1,phv00174574.v1,phs000209.v13
major81,MESA_Exam1Main,"MAJOR ABNORMALITY 8 PER MINNESOTA CODE: MAJOR QT PROLONGATION, QTI >= 116%",NUMERIC,,"1=MAJOR QT PROLONGATION, QTI >= 116%",1,phv00174575.v1,phs000209.v13
major91,MESA_Exam1Main,MAJOR ABNORMALITY 9 PER MINNESOTA CODE: PACEMAKER,NUMERIC,,1=PACEMAKER,1,phv00174576.v1,phs000209.v13
maoi1c,MESA_Exam1Main,MAO INHIBITORS,NUMERIC,,0=NO|1=YES,2,phv00085371.v2,phs000209.v13
marital1,MESA_Exam1Main,MARITAL STATUS,NUMERIC,,1=MARRIED/LIVING AS MARRIED|2=WIDOWED|3=DIVORCED|4=SEPARATED|5=NEVER MARRIED|6=PREFER NOT TO ANSWER,6,phv00085553.v2,phs000209.v13
mass11c,MESA_Exam1Main,SCAN 1: CAC ARTERIAL MASS,NUMERIC,,,,phv00084529.v2,phs000209.v13
mass21c,MESA_Exam1Main,SCAN 2: CAC ARTERIAL MASS,NUMERIC,,,,phv00084537.v2,phs000209.v13
massm1c,MESA_Exam1Main,MEAN: CAC ARTERIAL MASS,NUMERIC,,,,phv00084520.v2,phs000209.v13
massnd1,MESA_Exam1Main,MEDIASTINAL MASS NODE ALERT,NUMERIC,,0=NO REFERRAL|2=ABNORMAL REFERRAL|3=URGENT REFERRAL,3,phv00085473.v2,phs000209.v13
maxcom1c,MESA_Exam1Main,COMMON CAROTID INTIMAL-MEDIAL THICKNESS (mm),NUMERIC,mm,,,phv00084793.v2,phs000209.v13
maxden1c,MESA_Exam1Main,MAXIMUM DENSITY,NUMERIC,,0=NO LESION|1=HOMOGENEOUS|2=HETEROGENEOUS|3=HYPERDENSE|4=CALCIFIED,5,phv00084809.v2,phs000209.v13
maxint1c,MESA_Exam1Main,INTERNAL CAROTID INTIMAL-MEDIAL THICKNESS (mm),NUMERIC,mm,,,phv00084794.v2,phs000209.v13
maxmor1c,MESA_Exam1Main,MAXIMUM MORPHOLOGY,NUMERIC,,0=NO LESION|1=HOMOGENEOUS|2=HETEROGENEOUS,3,phv00084808.v2,phs000209.v13
maxstn1c,MESA_Exam1Main,"MAXIMUM CAROTID STENOSIS, GRADED",NUMERIC,,0=NO LESION|1=1 - 24%|2=25 - 49%|3=50 - 74%|4=75 - 99%|5=100%,6,phv00084806.v2,phs000209.v13
maxsur1c,MESA_Exam1Main,MAXIMUM SURFACE,NUMERIC,,0=SMOOTH|1=MILDLY IRREGULAR|2=MARKEDLY IRREGULAR|3=ULCERATED|6=NO LESION|8=CAN'T TELL,6,phv00084807.v2,phs000209.v13
mc21,MESA_Exam1Main,MINNESOTA CODE 2 SCORE,STRING,,,,phv00084663.v2,phs000209.v13
mc31,MESA_Exam1Main,MINNESOTA CODE 3 SCORE,STRING,,,,phv00084664.v2,phs000209.v13
mc71,MESA_Exam1Main,MINNESOTA CODE 7 SCORE,STRING,,,,phv00084665.v2,phs000209.v13
mc911,MESA_Exam1Main,MINNESOTA CODE 9.1 SCORE,STRING,,,,phv00084666.v2,phs000209.v13
mc931,MESA_Exam1Main,MINNESOTA CODE 9.3 SCORE,STRING,,,,phv00084667.v2,phs000209.v13
mc941,MESA_Exam1Main,MINNESOTA CODE 9.4 SCORE,STRING,,,,phv00084668.v2,phs000209.v13
mc951,MESA_Exam1Main,MINNESOTA CODE 9.5 SCORE,STRING,,,,phv00084669.v2,phs000209.v13
mcf11,MESA_Exam1Main,MINNESOTA CODE 1 SCORE: F LEADGROUP,STRING,,,,phv00084655.v2,phs000209.v13
mcf41,MESA_Exam1Main,MINNESOTA CODE 4 SCORE: F LEADGROUP,STRING,,,,phv00084656.v2,phs000209.v13
mcf51,MESA_Exam1Main,MINNESOTA CODE 5 SCORE: F LEADGROUP,STRING,,,,phv00084657.v2,phs000209.v13
mcf921,MESA_Exam1Main,MINNESOTA CODE 92 SCORE: F LEADGROUP,STRING,,,,phv00084658.v2,phs000209.v13
mcl11,MESA_Exam1Main,MINNESOTA CODE 1 SCORE: L LEADGROUP,STRING,,,,phv00084651.v2,phs000209.v13
mcl41,MESA_Exam1Main,MINNESOTA CODE 4 SCORE: L LEADGROUP,STRING,,,,phv00084652.v2,phs000209.v13
mcl51,MESA_Exam1Main,MINNESOTA CODE 5 SCORE: L LEADGROUP,STRING,,,,phv00084653.v2,phs000209.v13
mcl921,MESA_Exam1Main,MINNESOTA CODE 92 SCORE: L LEADGROUP,STRING,,,,phv00084654.v2,phs000209.v13
mcr611,MESA_Exam1Main,MINNESOTA CODE 6 SCORE: VISUAL 1,STRING,,,,phv00084670.v2,phs000209.v13
mcr621,MESA_Exam1Main,MINNESOTA CODE 6 SCORE: VISUAL 2,STRING,,,,phv00084671.v2,phs000209.v13
mcr631,MESA_Exam1Main,MINNESOTA CODE 6 SCORE: VISUAL 3,STRING,,,,phv00084672.v2,phs000209.v13
mcr641,MESA_Exam1Main,MINNESOTA CODE 6 SCORE: VISUAL 4,STRING,,,,phv00084673.v2,phs000209.v13
mcr651,MESA_Exam1Main,MINNESOTA CODE 6 SCORE: VISUAL 5,STRING,,,,phv00084674.v2,phs000209.v13
mcr681,MESA_Exam1Main,MINNESOTA CODE 6 SCORE: VISUAL 8,STRING,,,,phv00084675.v2,phs000209.v13
mcr811,MESA_Exam1Main,MINNESOTA CODE 8 SCORE: VISUAL 1,STRING,,,,phv00084676.v2,phs000209.v13
mcr821,MESA_Exam1Main,MINNESOTA CODE 8 SCORE: VISUAL 2,STRING,,,,phv00084677.v2,phs000209.v13
mcr831,MESA_Exam1Main,MINNESOTA CODE 8 SCORE: VISUAL 3,STRING,,,,phv00084678.v2,phs000209.v13
mcr841,MESA_Exam1Main,MINNESOTA CODE 8 SCORE: VISUAL 4,STRING,,,,phv00084679.v2,phs000209.v13
mcr861,MESA_Exam1Main,MINNESOTA CODE 8 SCORE: VISUAL 6,STRING,,,,phv00084680.v2,phs000209.v13
mcr871,MESA_Exam1Main,MINNESOTA CODE 8 SCORE: VISUAL 7,STRING,,,,phv00084681.v2,phs000209.v13
mcr881,MESA_Exam1Main,MINNESOTA CODE 8 SCORE: VISUAL 8,STRING,,,,phv00084682.v2,phs000209.v13
mcr891,MESA_Exam1Main,MINNESOTA CODE 8 SCORE: VISUAL 9,STRING,,,,phv00084683.v2,phs000209.v13
mcv11,MESA_Exam1Main,MINNESOTA CODE 1 SCORE: V LEADGROUP,STRING,,,,phv00084659.v2,phs000209.v13
mcv41,MESA_Exam1Main,MINNESOTA CODE 4 SCORE: V LEADGROUP,STRING,,,,phv00084660.v2,phs000209.v13
mcv51,MESA_Exam1Main,MINNESOTA CODE 5 SCORE: V LEADGROUP,STRING,,,,phv00084661.v2,phs000209.v13
mcv921,MESA_Exam1Main,MINNESOTA CODE 92 SCORE: V LEADGROUP,STRING,,,,phv00084662.v2,phs000209.v13
medcare1,MESA_Exam1Main,WHERE DO YOU GO FOR MEDICAL CARE,NUMERIC,,1=DOCTOR'S OFFICE/CLINIC|2=HOSPITAL OR EMERGENCY ROOM|3=OTHER,3,phv00085563.v2,phs000209.v13
menoage1,MESA_Exam1Main,AGE WENT THROUGH MENOPAUSE,NUMERIC,,,,phv00085267.v2,phs000209.v13
menop1,MESA_Exam1Main,CURRENTLY GOING THROUGH MENOPAUSE,NUMERIC,,0=NO|1=YES|9=DO NOT KNOW,3,phv00085263.v2,phs000209.v13
mhxadm1,MESA_Exam1Main,QUESTIONNAIRE ADMINISTRATOR - MEDICAL HISTORY,NUMERIC,,1=SELF-ADMIN|2=INTERVIEWER-ADMIN,2,phv00085322.v2,phs000209.v13
minabn1c,MESA_Exam1Main,ANY MINOR ECG ABNORMALITIES,NUMERIC,,0=NO|1=YES,2,phv00084555.v3,phs000209.v13
minor101,MESA_Exam1Main,MINOR ABNORMALITY 10 PER MINNESOTA CODE: FREQUENT VENTRICULAR PREMATURE BEATS,NUMERIC,,1=FREQUENT VENTRICULAR PREMATURE BEATS,1,phv00174557.v1,phs000209.v13
minor11,MESA_Exam1Main,"MINOR ABNORMALITY 1 PER MINNESOTA CODE: MINOR-ISOLATED Q, QS WAVES",NUMERIC,,"1=MINOR ISOLATED Q,QS WAVES",1,phv00174545.v1,phs000209.v13
minor11a1,MESA_Exam1Main,MINOR ABNORMALITY 11A PER MINNESOTA CODE: P-R INTERVAL > .22 SEC,NUMERIC,,1=P-R INTERVAL > .22 SEC,1,phv00174558.v1,phs000209.v13
minor11b1,MESA_Exam1Main,MINOR ABNORMALITY 11B PER MINNESOTA CODE: FREQUENT ATRIAL OR JUNCTIONAL PREMATURE BEATS OR WANDERING ATRIAL PACEMAKER OR FREQUENT ATRIAL OR VENTRICULAR PREMATURE BEATS AND WANDERING ATRIAL PACEMAKER,NUMERIC,,1=FREQUENT ATRIAL OR JUNCTIONAL PREMATURE BEATS|2=WANDERING ATRIAL PACEMAKER|3=FREQUENT ATRIAL OR VENTRICULAR PREMATURE BEATS AND WANDERING ATRIAL PACEMAKER,3,phv00174559.v1,phs000209.v13
minor11c1,MESA_Exam1Main,MINOR ABNORMALITY 11C PER MINNESOTA CODE: SUPRAVENTRICULAR RHYTHM,NUMERIC,,1=SUPRAVENTRICULAR RHYTHM,1,phv00174560.v1,phs000209.v13
minor11d1,MESA_Exam1Main,MINOR ABNORMALITY 11D PER MINNESOTA CODE: SINUS TACHYCARDIA,NUMERIC,,1=SINUS TACHYCARDIA,1,phv00174561.v1,phs000209.v13
minor11e1,MESA_Exam1Main,MINOR ABNORMALITY 11E PER MINNESOTA CODE: SINUS BRADYCARDIA,NUMERIC,,1=SINUS BRADYCARDIA,1,phv00174562.v1,phs000209.v13
minor11f1,MESA_Exam1Main,MINOR ABNORMALITY 11F PER MINNESOTA CODE: LOW QRS AMPLITUDE,NUMERIC,,1=LOW QRS AMPLITUDE,1,phv00174563.v1,phs000209.v13
minor11g1,MESA_Exam1Main,MINOR ABNORMALITY 11G PER MINNESOTA CODE: P-WAVE AMPLITUDE HIGH,NUMERIC,,1=P-WAVE AMPLITUDE HIGH,1,phv00174564.v1,phs000209.v13
minor21,MESA_Exam1Main,"MINOR ABNORMALITY 2 PER MINNESOTA CODE: MINOR-ISOLATED ST, T WAVES",NUMERIC,,"1=MINOR ISOLATED ST,T ABNORMALITIES",1,phv00174546.v1,phs000209.v13
minor31,MESA_Exam1Main,MINOR ABNORMALITY 3 PER MINNESOTA CODE: HIGH R WAVES,NUMERIC,,1=HIGH R WAVES,1,phv00174547.v1,phs000209.v13
minor4f1,MESA_Exam1Main,"MINOR ABNORMALITY 4F PER MINNESOTA CODE: ST SEGMENT ELEVATION, POSTERIOR SITE",NUMERIC,,"1=ST SEGMENT ELEVATION, POSTERIOR SITE",1,phv00174549.v1,phs000209.v13
minor4l1,MESA_Exam1Main,"MINOR ABNORMALITY 4L PER MINNESOTA CODE: ST SEGMENT ELEVATION, ANTEROLATERAL SITE",NUMERIC,,"1=ST SEGMENT ELEVATION, ANTEROLATERAL SITE",1,phv00174548.v1,phs000209.v13
minor4v1,MESA_Exam1Main,"MINOR ABNORMALITY 4V PER MINNESOTA CODE: ST SEGMENT ELEVATION, ANTERIOR SITE",NUMERIC,,"1=ST SEGMENT ELEVATION, ANTERIOR SITE",1,phv00174550.v1,phs000209.v13
minor5l1,MESA_Exam1Main,MINOR ABNORMALITY 5L PER MINNESOTA CODE: INCOMPLETE LBBB,NUMERIC,,1=INCOMPLETE RBBB,1,phv00174551.v1,phs000209.v13
minor5r1,MESA_Exam1Main,MINOR ABNORMALITY 5R PER MINNESOTA CODE: INCOMPLETE RBBB,NUMERIC,,1=INCOMPLETE LBB,1,phv00174552.v1,phs000209.v13
minor61,MESA_Exam1Main,"MINOR ABNORMALITY 6 PER MINNESOTA CODE: MINOR QT PROLONGATION, JTI >=112% OR MINOR QT PROLONGATION, QTI >=112%",NUMERIC,,"1=MINOR QT PROLONGATION, JTI >=112%|2=MINOR QT PROLONGATION, QTI >=112%",2,phv00174553.v1,phs000209.v13
minor71,MESA_Exam1Main,MINOR ABNORMALITY 7 PER MINNESOTA CODE: SHORT PR,NUMERIC,,1=SHORT PR,1,phv00174554.v1,phs000209.v13
minor81,MESA_Exam1Main,MINOR ABNORMALITY 8 PER MINNESOTA CODE: LEFT AXIS DEVIATION,NUMERIC,,1=LEFT AXIS DEVIATION,1,phv00174555.v1,phs000209.v13
minor91,MESA_Exam1Main,MINOR ABNORMALITY 9 PER MINNESOTA CODE: RIGHT AXIS DEVIATION,NUMERIC,,1=RIGHT AXIS DEVIATION,1,phv00174556.v1,phs000209.v13
mlpd1c,MESA_Exam1Main,MISCELLANEOUS LIPID-LOWERING DRUGS,NUMERIC,,0=NO|1=YES,2,phv00085372.v2,phs000209.v13
mlvwall1c,MESA_Exam1Main,"MEAN LV WALL THICKNESS, END-DIASTOLE (mm)",NUMERIC,mm,,,phv00218145.v1,phs000209.v13
mmflag1c,MESA_Exam1Main,ANY MAJOR OR MINOR ECG ABNORMALITIES PER MINNESOTA CODE,NUMERIC,,0=NORMAL (NO MAJOR OR MINOR)|1=MINOR (MINOR WITH NO MAJOR)|2=MAJOR (MAJOR WITH POSSIBLE MINOR ABNORMALITIES),3,phv00218144.v1,phs000209.v13
mmp31,MESA_Exam1Main,MATRIX METALLOPROTEINASE 3 (ng/mL),NUMERIC,ng/mL,,,phv00085025.v2,phs000209.v13
mmp31t,MESA_Exam1Main,NATURAL LOG TRANSFORMED MATRIX METALLOPROTEINASE 3,NUMERIC,,,,phv00085026.v2,phs000209.v13
mmp91,MESA_Exam1Main,MATRIX METALLOPROTEINASE 9 (ng/mL),NUMERIC,ng/mL,,,phv00085027.v2,phs000209.v13
mmp91t,MESA_Exam1Main,NATURAL LOG TRANSFORMED MATRIX METALLOPROTEINASE 9,NUMERIC,,,,phv00085028.v2,phs000209.v13
mnapcp1,MESA_Exam1Main,"MEAN ARTERIAL PRESSURE (FROM OSCILLOMETRIC CUFF), (mmHg)",NUMERIC,mmHg,,,phv00085705.v2,phs000209.v13
mnapwp1,MESA_Exam1Main,"MEAN ARTERIAL PRESSURE (FROM WAVEFORM ANALYSIS), (mmHg)",NUMERIC,mmHg,,,phv00085710.v2,phs000209.v13
mnpause1,MESA_Exam1Main,GONE THROUGH MENOPAUSE,NUMERIC,,0=NO|1=YES|9=DO NOT KNOW,3,phv00085262.v2,phs000209.v13
mnspmo1,MESA_Exam1Main,MONTH OF LAST MENSTRUAL PERIOD,NUMERIC,,,,phv00085264.v2,phs000209.v13
mnspyr1,MESA_Exam1Main,YEAR OF LAST MENSTRUAL PERIOD,NUMERIC,,,,phv00085265.v2,phs000209.v13
mon1prb1,MESA_Exam1Main,ONGOING FINANCIAL STRAIN,NUMERIC,,0=NO|1=YES,2,phv00084722.v2,phs000209.v13
mon2prb1,MESA_Exam1Main,"ONGOING FINANCIAL STRAIN, > 6 MONTHS",NUMERIC,,0=NO|1=YES,2,phv00084723.v2,phs000209.v13
mon3prb1,MESA_Exam1Main,"ONGOING FINANCIAL STRAIN, HOW STRESSFUL",NUMERIC,,1=NOT VERY STRESSFUL|2=MODERATELY STRESSFUL|3=VERY STRESSFUL,3,phv00084724.v2,phs000209.v13
month1,MESA_Exam1Main,MONTH OF EXAM 1,NUMERIC,,1=JANUARY|2=FEBRUARY|3=MARCH|4=APRIL|5=MAY|6=JUNE|7=JULY|8=AUGUST|9=SEPTEMBER|10=OCTOBER|11=NOVEMBER|12=DECEMBER,12,phv00084448.v2,phs000209.v13
mripp1,MESA_Exam1Main,PULSE PRESSURES AVERAGE FROM THE BRACHIAL BLOOD PRESSURES BEFORE AND AFTER SERIES 7,NUMERIC,,,,phv00084500.v2,phs000209.v13
mtsy031c,MESA_Exam1Main,METABOLIC SYNDROME BY UPDATED NCEP GUIDELINES (CIRCULATION 2004;109;433-438),NUMERIC,,0=NO|1=YES,2,phv00160487.v1,phs000209.v13
nasty1,MESA_Exam1Main,I SAY NASTY THINGS WHEN MAD,NUMERIC,,1=ALMOST NEVER|2=SOMETIMES|3=OFTEN|4=ALMOST ALWAYS,4,phv00084699.v2,phs000209.v13
nclose1,MESA_Exam1Main,CLOSE-KNIT NEIGHBORHOOD,NUMERIC,,1=STRONGLY AGREE|2=AGREE|3=NEITHER AGREE NOR DISAGREE|4=DISAGREE|5=STRONGLY DISAGREE,5,phv00085495.v2,phs000209.v13
ncohes1c,MESA_Exam1Main,NEIGHBORHOOD SOCIAL COHESION SCORE,NUMERIC,,,,phv00085499.v2,phs000209.v13
ncsp101,MESA_Exam1Main,NOVACODE PREVALENT CODE 10: SOFTWARE,STRING,,,,phv00084597.v2,phs000209.v13
ncsp21,MESA_Exam1Main,NOVACODE PREVALENT CODE 2: SOFTWARE,STRING,,,,phv00084589.v2,phs000209.v13
ncsp31,MESA_Exam1Main,NOVACODE PREVALENT CODE 3: SOFTWARE,STRING,,,,phv00084590.v2,phs000209.v13
ncsp41,MESA_Exam1Main,NOVACODE PREVALENT CODE 4: SOFTWARE,STRING,,,,phv00084591.v2,phs000209.v13
ncsp51,MESA_Exam1Main,NOVACODE PREVALENT CODE 5: SOFTWARE,STRING,,,,phv00084592.v2,phs000209.v13
ncsp61,MESA_Exam1Main,NOVACODE PREVALENT CODE 6: SOFTWARE,STRING,,,,phv00084593.v2,phs000209.v13
ncsp71,MESA_Exam1Main,NOVACODE PREVALENT CODE 7: SOFTWARE,STRING,,,,phv00084594.v2,phs000209.v13
ncsp81,MESA_Exam1Main,NOVACODE PREVALENT CODE 8: SOFTWARE,STRING,,,,phv00084595.v2,phs000209.v13
ncsp91,MESA_Exam1Main,NOVACODE PREVALENT CODE 9: SOFTWARE,STRING,,,,phv00084596.v2,phs000209.v13
ncsuppa1,MESA_Exam1Main,NOVACODE 1 SUPPLEMENTAL SCORE A,STRING,,,,phv00084582.v2,phs000209.v13
ncsuppb1,MESA_Exam1Main,NOVACODE 1 SUPPLEMENTAL SCORE B,STRING,,,,phv00084583.v2,phs000209.v13
ncsuppc1,MESA_Exam1Main,NOVACODE 1 SUPPLEMENTAL SCORE C,STRING,,,,phv00084584.v2,phs000209.v13
ncsuppd1,MESA_Exam1Main,NOVACODE 1 SUPPLEMENTAL SCORE D,STRING,,,,phv00084585.v2,phs000209.v13
ncsuppe1,MESA_Exam1Main,NOVACODE 1 SUPPLEMENTAL SCORE E,STRING,,,,phv00084586.v2,phs000209.v13
ncsuppf1,MESA_Exam1Main,NOVACODE 1 SUPPLEMENTAL SCORE F,STRING,,,,phv00084587.v2,phs000209.v13
ncsuppg1,MESA_Exam1Main,NOVACODE 1 SUPPLEMENTAL SCORE G,STRING,,,,phv00084588.v2,phs000209.v13
ncvp101,MESA_Exam1Main,NOVACODE PREVALENT CODE 10: VISUAL,STRING,,,,phv00084606.v2,phs000209.v13
ncvp1a1,MESA_Exam1Main,NOVACODE 1 RHYTHM SCORE A,STRING,,,,phv00084575.v2,phs000209.v13
ncvp1b1,MESA_Exam1Main,NOVACODE 1 RHYTHM SCORE B,STRING,,,,phv00084576.v2,phs000209.v13
ncvp1c1,MESA_Exam1Main,NOVACODE 1 RHYTHM SCORE C,STRING,,,,phv00084577.v2,phs000209.v13
ncvp1d1,MESA_Exam1Main,NOVACODE 1 RHYTHM SCORE D,STRING,,,,phv00084578.v2,phs000209.v13
ncvp1e1,MESA_Exam1Main,NOVACODE 1 RHYTHM SCORE E,STRING,,,,phv00084579.v2,phs000209.v13
ncvp1f1,MESA_Exam1Main,NOVACODE 1 RHYTHM SCORE F,STRING,,,,phv00084580.v2,phs000209.v13
ncvp1g1,MESA_Exam1Main,NOVACODE 1 RHYTHM SCORE G,STRING,,,,phv00084581.v2,phs000209.v13
ncvp21,MESA_Exam1Main,NOVACODE PREVALENT CODE 2: VISUAL,STRING,,,,phv00084598.v2,phs000209.v13
ncvp31,MESA_Exam1Main,NOVACODE PREVALENT CODE 3: VISUAL,STRING,,,,phv00084599.v2,phs000209.v13
ncvp41,MESA_Exam1Main,NOVACODE PREVALENT CODE 4: VISUAL,STRING,,,,phv00084600.v2,phs000209.v13
ncvp51,MESA_Exam1Main,NOVACODE PREVALENT CODE 5: VISUAL,STRING,,,,phv00084601.v2,phs000209.v13
ncvp61,MESA_Exam1Main,NOVACODE PREVALENT CODE 6: VISUAL,STRING,,,,phv00084602.v2,phs000209.v13
ncvp71,MESA_Exam1Main,NOVACODE PREVALENT CODE 7: VISUAL,STRING,,,,phv00084603.v2,phs000209.v13
ncvp81,MESA_Exam1Main,NOVACODE PREVALENT CODE 8: VISUAL,STRING,,,,phv00084604.v2,phs000209.v13
ncvp91,MESA_Exam1Main,NOVACODE PREVALENT CODE 9: VISUAL,STRING,,,,phv00084605.v2,phs000209.v13
